SC,count_total,Trustworthy,Untrustworthy,periode
f2,5,5,0,912
f3,5,5,0,912
f4,5,5,0,912
f5,0,0,0,913
f1,0,0,0,913
f1,0,0,0,913
h1,2,0,2,913
f1,3,1,2,913
f1,4,2,2,913
f1,4,2,2,913
f3,5,4,1,913
f3,3,2,1,914
h5,3,2,1,914
h5,2,1,1,914
h1,1,0,1,914
h5,3,2,1,914
h3,2,1,1,914
h3,3,2,1,914
h5,3,2,1,914
h5,3,2,1,914
h2,0,0,0,915
f3,1,1,0,915
h4,2,2,0,915
h1,2,0,2,915
h3,1,1,0,915
h5,3,3,0,915
f1,4,3,1,915
f2,3,2,1,915
f1,3,2,1,915
f1,0,0,0,916
f3,0,0,0,916
h2,2,1,1,916
h3,2,2,0,916
h1,2,0,2,916
h2,2,1,1,916
h5,5,5,0,916
h3,5,5,0,916
f1,4,3,1,916
h3,5,5,0,916
f3,0,0,0,917
f3,0,0,0,917
f2,1,1,0,917
f4,1,1,0,917
h5,1,1,0,917
h5,0,0,0,917
h5,2,2,0,917
f3,0,0,0,918
h5,3,3,0,918
f3,4,4,0,918
f5,4,4,0,918
h1,4,0,4,918
f5,4,4,0,918
h3,2,2,0,919
f5,2,2,0,919
f2,3,3,0,919
f2,4,4,0,919
f4,5,4,1,919
f4,5,4,1,919
f4,1,1,0,920
f3,2,2,0,920
f2,2,2,0,920
f3,3,3,0,920
f4,3,3,0,920
f4,4,3,1,920
h3,2,2,0,920
h5,5,4,1,920
h2,4,2,2,920
h4,1,1,0,921
h2,0,0,0,921
f4,1,0,1,921
h2,2,1,1,921
f5,3,2,1,921
h5,5,5,0,921
h3,5,5,0,921
h4,2,2,0,922
h1,3,0,3,922
h4,3,3,0,922
h1,4,0,4,922
f1,3,3,0,922
h3,4,4,0,922
h3,5,5,0,922
h1,0,0,0,923
h5,0,0,0,923
h5,1,1,0,923
h1,2,0,2,923
h3,2,2,0,923
h4,2,2,0,923
f3,2,2,0,923
h3,5,4,1,923
h4,5,4,1,923
h5,1,1,0,924
f2,1,1,0,924
f5,2,1,1,924
f5,2,1,1,924
f2,1,1,0,924
f2,1,1,0,924
f5,1,1,0,924
h3,3,3,0,924
h5,2,2,0,924
h5,2,2,0,924
h2,1,1,0,925
h3,4,3,1,925
f3,3,2,1,925
h2,3,2,1,925
h2,3,2,1,925
f2,2,1,1,925
h2,2,1,1,925
f2,3,2,1,925
h4,3,2,1,925
f5,2,2,0,926
f2,2,2,0,926
h5,3,3,0,926
h4,3,3,0,926
f2,2,2,0,926
f2,3,3,0,926
f4,4,2,2,926
f2,3,3,0,926
f1,3,3,0,926
f4,4,2,2,926
h4,1,1,0,927
f1,1,1,0,927
f4,1,1,0,927
h1,3,0,3,927
h3,5,4,1,927
f2,1,1,0,928
f2,2,2,0,928
h3,1,1,0,928
h4,1,1,0,928
h5,2,2,0,928
h4,2,2,0,928
h5,2,2,0,928
f2,0,0,0,929
f4,0,0,0,929
f3,2,1,1,929
h5,2,1,1,929
f4,1,0,1,929
f2,4,3,1,929
h4,0,0,0,930
h3,1,1,0,930
f3,3,3,0,930
f4,1,1,0,930
h5,3,3,0,930
f4,3,2,1,930
h5,3,3,0,930
f1,3,3,0,930
f4,1,1,0,932
f1,1,1,0,932
h3,1,1,0,932
h1,1,0,1,932
h1,3,0,3,932
f4,4,3,1,932
h4,5,4,1,932
f5,6,4,2,932
f1,6,5,1,932
f4,0,0,0,933
h1,0,0,0,933
f3,0,0,0,933
h1,2,0,2,933
h3,2,2,0,933
f3,2,2,0,933
h4,2,2,0,933
h2,2,2,0,933
f2,4,4,0,933
h5,0,0,0,934
f4,1,1,0,934
h1,1,0,1,934
h1,2,0,2,934
f3,2,2,0,934
h5,4,4,0,934
f1,3,3,0,934
h5,4,4,0,934
f5,2,2,0,934
f5,2,1,1,935
h4,3,3,0,935
h3,3,3,0,935
h2,3,2,1,935
h2,3,2,1,935
h5,3,3,0,935
h1,3,0,3,935
h2,3,2,1,935
h2,3,2,1,935
h3,1,1,0,936
f2,0,0,0,936
h3,1,1,0,936
f3,2,2,0,936
h5,3,3,0,936
h5,4,4,0,936
h3,4,4,0,936
h1,4,0,4,936
f4,4,3,1,936
f5,2,2,0,936
f3,2,2,0,937
f4,2,1,1,937
f2,1,1,0,937
h3,2,2,0,937
f2,4,3,1,937
f4,3,1,2,937
h5,4,3,1,937
h5,4,3,1,937
h2,4,2,2,937
h2,4,2,2,937
f5,1,1,0,938
h5,3,3,0,938
f3,3,2,1,938
h1,2,0,2,938
h3,3,2,1,938
h5,4,3,1,938
h5,4,3,1,938
h3,3,2,1,938
h3,3,2,1,938
h5,4,3,1,938
h4,1,1,0,939
f3,1,1,0,939
f2,1,1,0,939
f2,3,3,0,939
f4,3,2,1,939
f3,3,3,0,939
f2,3,3,0,939
f4,3,2,1,939
h5,4,4,0,940
f2,4,3,1,940
h1,5,0,5,940
f3,5,4,1,940
h2,6,4,2,940
h2,0,0,0,941
h1,0,0,0,941
h4,0,0,0,941
h2,2,2,0,941
h3,2,2,0,941
f5,2,2,0,941
f5,3,3,0,941
h1,3,0,3,941
f1,0,0,0,942
f4,0,0,0,942
f4,0,0,0,942
h1,2,0,2,942
h4,2,2,0,942
h3,3,3,0,942
f4,4,4,0,942
h3,4,4,0,942
f2,1,1,0,943
f5,4,3,1,943
h1,4,0,4,943
f2,2,2,0,944
h2,5,3,2,944
f3,5,4,1,944
h5,5,4,1,944
h1,4,0,4,944
f1,4,2,2,944
h4,5,4,1,944
h3,6,5,1,944
h1,6,0,6,944
h3,7,6,1,944
f1,0,0,0,945
h2,0,0,0,945
h2,1,1,0,945
h5,1,1,0,945
h2,2,1,1,945
f3,1,0,1,945
h4,1,0,1,945
f2,3,2,1,945
f3,4,3,1,945
f3,4,3,1,945
h5,1,1,0,946
h5,1,1,0,946
h2,1,1,0,946
f1,1,1,0,946
h5,0,0,0,946
h3,3,3,0,946
h2,4,3,1,946
f3,5,4,1,946
f4,5,2,3,946
f1,0,0,0,947
h5,2,2,0,947
h1,2,0,2,947
h1,2,0,2,947
f4,1,1,0,947
h2,3,2,1,947
h5,3,2,1,947
h1,4,0,4,947
h1,6,0,6,947
f3,7,6,1,947
f2,0,0,0,948
f4,3,1,2,948
h2,4,3,1,948
h1,3,0,3,948
h4,5,4,1,948
f2,4,3,1,948
f3,0,0,0,949
f3,1,1,0,949
f3,1,1,0,949
h2,2,2,0,949
f2,3,3,0,949
f3,2,2,0,949
h1,4,0,4,949
f4,1,1,0,950
f2,1,1,0,950
f3,1,1,0,950
f2,1,1,0,950
f1,1,1,0,950
h4,1,1,0,950
f1,3,2,1,951
f2,3,2,1,951
h3,3,2,1,951
h5,3,2,1,951
h3,3,2,1,951
h3,2,1,1,951
h4,1,0,1,951
h1,1,0,1,951
h5,6,5,1,951
h4,6,5,1,951
f2,0,0,0,952
f4,0,0,0,952
h5,0,0,0,952
f5,0,0,0,952
h1,0,0,0,952
f3,1,1,0,952
f1,1,1,0,952
h2,2,2,0,952
h2,4,4,0,952
f4,4,3,1,952
h1,0,0,0,953
h1,4,0,4,953
h5,4,4,0,953
f3,3,3,0,953
h5,4,4,0,953
h1,4,0,4,953
f4,1,1,0,954
f5,1,1,0,954
h1,2,0,2,954
h5,3,3,0,954
f2,2,2,0,954
h1,3,0,3,954
h3,4,3,1,954
h5,4,3,1,954
h2,4,3,1,954
h3,2,2,0,955
h1,3,0,3,955
h4,3,3,0,955
h1,3,0,3,955
f2,2,2,0,955
f3,4,3,1,955
h1,4,0,4,955
f2,4,3,1,955
h1,0,0,0,956
h4,2,1,1,956
f2,2,1,1,956
f2,1,0,1,956
h3,1,0,1,956
h5,2,1,1,956
f4,3,1,2,956
f5,4,2,2,956
f3,1,1,0,957
h3,1,1,0,957
f2,1,1,0,957
f1,1,1,0,957
f3,1,1,0,957
f4,0,0,0,957
h5,0,0,0,957
h5,4,4,0,957
h1,4,0,4,957
f2,1,1,0,958
h4,2,2,0,958
h4,2,2,0,958
f2,2,2,0,958
f3,3,3,0,958
h3,4,4,0,958
h3,1,1,0,959
f3,1,1,0,959
f3,0,0,0,959
h2,1,1,0,959
h3,1,1,0,959
h3,0,0,0,959
f3,0,0,0,959
h4,1,1,0,959
f5,1,1,0,960
h4,2,2,0,960
h5,1,1,0,960
h3,2,2,0,960
h5,3,3,0,960
h4,4,4,0,960
h4,3,3,0,960
f4,3,2,1,960
f3,1,1,0,961
h5,1,1,0,961
f3,2,1,1,961
h5,3,2,1,961
h4,4,3,1,961
h1,3,0,3,961
h4,4,3,1,961
f2,4,3,1,961
f2,0,0,0,962
f3,1,1,0,962
f2,1,1,0,962
f2,1,1,0,962
h3,4,4,0,962
h2,4,3,1,962
h3,5,4,1,962
h4,5,4,1,962
f4,4,2,2,962
h5,5,4,1,962
h1,0,0,0,963
h5,0,0,0,963
h1,5,0,5,963
h4,4,4,0,963
h3,5,5,0,963
f5,5,4,1,963
h1,4,0,4,964
f2,4,3,1,964
h3,4,3,1,964
f5,4,3,1,964
h1,6,0,6,964
f2,6,5,1,964
f4,7,4,3,964
h1,6,0,6,964
h5,6,6,0,965
h2,6,6,0,965
f1,0,0,0,966
h2,0,0,0,966
f4,4,3,1,966
f2,5,4,1,966
h1,5,0,5,966
f1,6,4,2,966
f3,6,5,1,966
f3,5,4,1,966
h5,5,4,1,966
f1,0,0,0,967
h3,0,0,0,967
f5,2,2,0,967
f5,2,2,0,967
f2,2,2,0,967
h1,4,0,4,967
f2,3,3,0,967
h1,3,0,3,967
h3,3,3,0,967
h1,0,0,0,968
h3,0,0,0,968
f4,0,0,0,968
h3,0,0,0,968
f5,3,2,1,968
h2,4,3,1,968
h5,4,4,0,968
h1,4,0,4,968
f2,4,4,0,968
f5,4,3,1,968
h4,2,2,0,969
f2,3,2,1,969
h3,3,2,1,969
h1,2,0,2,969
f1,3,2,1,969
h2,3,2,1,969
h3,3,2,1,969
h3,3,2,1,969
f4,2,1,1,969
f4,4,2,2,969
h5,1,1,0,970
f2,2,2,0,970
f3,3,3,0,970
h3,4,3,1,970
h3,4,3,1,970
f3,5,4,1,970
f4,6,4,2,970
f1,5,4,1,970
f4,6,4,2,970
h2,6,5,1,970
f2,0,0,0,971
f1,3,3,0,971
h5,3,3,0,971
h1,3,0,3,971
h5,5,4,1,971
f3,4,3,1,971
f3,4,3,1,971
h5,5,4,1,971
h1,0,0,0,972
f4,0,0,0,972
h5,1,1,0,972
f5,1,1,0,972
f2,0,0,0,972
h2,1,0,1,972
h5,1,1,0,972
h2,1,0,1,972
h1,1,0,1,972
h5,1,1,0,973
f2,2,2,0,973
h5,5,5,0,974
f4,1,1,0,975
f1,2,2,0,975
f2,2,2,0,975
h4,2,2,0,975
h4,4,4,0,975
f4,4,2,2,975
h1,6,0,6,975
f4,5,3,2,975
f2,3,3,0,976
f3,1,1,0,976
h2,3,2,1,976
h3,3,3,0,976
h1,3,0,3,976
h2,3,2,1,976
f2,3,3,0,976
f4,0,0,0,977
h5,1,1,0,977
f4,4,3,1,977
f2,5,5,0,977
h1,6,0,6,977
f4,7,5,2,977
h5,6,6,0,977
h5,6,6,0,977
h5,1,1,0,978
h2,1,0,1,978
f3,2,1,1,978
f4,2,0,2,978
h1,1,0,1,978
h5,2,1,1,978
f1,1,0,1,978
h1,1,0,1,978
h3,1,1,0,979
h5,1,1,0,979
h1,0,0,0,979
f1,0,0,0,979
h5,0,0,0,979
f4,0,0,0,979
f3,1,1,0,979
h4,2,2,0,979
f2,2,2,0,979
f1,3,3,0,979
h3,1,0,1,980
h1,1,0,1,980
h3,4,3,1,980
h3,4,3,1,980
h5,4,3,1,980
f3,3,2,1,980
f2,4,3,1,980
f2,4,3,1,980
h3,0,0,0,981
f4,0,0,0,981
f3,0,0,0,981
h3,2,2,0,981
f3,2,2,0,981
h4,2,2,0,981
h5,1,1,0,981
h5,1,1,0,981
f1,2,1,1,981
f4,0,0,0,982
h1,0,0,0,982
h1,1,0,1,982
f2,1,1,0,982
h4,2,2,0,982
h3,2,2,0,982
h1,3,0,3,982
h3,4,4,0,982
h2,3,2,1,982
f3,3,3,0,982
h1,0,0,0,983
h1,3,0,3,983
h1,4,0,4,983
h2,5,3,2,983
h1,4,0,4,983
h3,6,5,1,983
h4,6,5,1,983
f1,6,4,2,983
h3,2,2,0,984
f2,2,2,0,984
h3,3,3,0,984
h5,4,4,0,984
h3,4,4,0,984
f2,3,3,0,984
f4,4,2,2,984
h5,1,1,0,985
h3,1,1,0,985
h1,3,0,3,985
h2,4,3,1,985
f5,3,2,1,985
h5,3,2,1,985
f5,2,1,1,985
h1,2,0,2,985
f5,3,2,1,985
f2,0,0,0,986
h2,1,1,0,986
f3,0,0,0,986
h3,0,0,0,986
h5,3,3,0,986
h5,3,3,0,986
f5,2,1,1,986
f2,0,0,0,987
f3,3,3,0,987
h5,4,4,0,987
h2,3,3,0,987
h3,4,4,0,987
f3,4,3,1,987
f4,5,3,2,987
f1,5,4,1,987
h1,4,0,4,987
f5,0,0,0,988
h3,0,0,0,988
f4,0,0,0,988
f2,0,0,0,988
h4,0,0,0,988
h1,0,0,0,988
f1,0,0,0,988
f5,0,0,0,988
f2,0,0,0,988
h2,2,2,0,989
h1,3,0,3,989
f2,3,3,0,989
f3,4,4,0,989
h5,3,3,0,989
f2,3,3,0,989
h5,2,2,0,989
h1,0,0,0,990
f3,0,0,0,990
h4,1,1,0,990
h5,2,2,0,990
h2,4,3,1,990
h5,4,4,0,990
h3,4,4,0,990
h5,0,0,0,991
h1,2,0,2,991
h1,2,0,2,991
f2,2,2,0,991
h3,2,2,0,991
h1,1,0,1,991
f3,1,1,0,991
f5,0,0,0,992
h5,2,2,0,992
h4,4,4,0,992
h5,4,4,0,992
f2,3,3,0,992
f3,4,4,0,992
h1,4,0,4,992
h1,4,0,4,992
f5,2,0,2,993
f3,2,1,1,993
h1,2,0,2,993
h1,3,0,3,993
h1,5,0,5,993
h2,5,3,2,993
h3,6,5,1,993
h5,7,6,1,993
h3,3,3,0,994
f1,2,2,0,994
f3,4,4,0,994
f4,4,2,2,994
h1,4,0,4,994
h5,3,3,0,994
f2,0,0,0,995
f3,0,0,0,995
f3,1,1,0,995
f2,0,0,0,995
f3,1,1,0,995
h5,5,5,0,995
h5,5,5,0,995
h4,1,1,0,997
h5,1,1,0,997
h1,0,0,0,997
f3,1,1,0,997
f5,0,0,0,997
h1,2,0,2,997
h1,2,0,2,997
f4,2,2,0,997
h1,0,0,0,998
h1,2,0,2,998
f2,1,1,0,998
h4,2,2,0,998
h3,1,1,0,998
f3,2,2,0,998
h1,3,0,3,998
h3,3,3,0,998
f1,0,0,0,999
h5,3,3,0,999
f2,2,2,0,999
f3,2,2,0,999
f2,2,2,0,999
h1,3,0,3,999
h3,3,3,0,999
f4,2,2,0,999
f5,3,2,1,999
h3,1,1,0,1000
f1,0,0,0,1000
f3,1,1,0,1000
h2,1,1,0,1000
f2,2,2,0,1000
f4,4,2,2,1000
f2,4,4,0,1000
f2,1,1,0,1001
h5,2,2,0,1001
h3,1,1,0,1001
f3,1,1,0,1001
h5,2,2,0,1001
f4,4,4,0,1001
h5,4,4,0,1001
h5,5,5,0,1001
f1,0,0,0,1002
f5,0,0,0,1002
f1,0,0,0,1002
h3,0,0,0,1002
f2,0,0,0,1002
h1,0,0,0,1003
f2,1,0,1,1003
f4,1,0,1,1003
h3,1,0,1,1003
h3,1,0,1,1003
f5,2,1,1,1003
f3,3,2,1,1003
h2,4,3,1,1003
h1,4,0,4,1003
f2,2,2,0,1004
h5,3,3,0,1004
h1,2,0,2,1004
h1,3,0,3,1004
h3,3,3,0,1004
h4,3,3,0,1004
f4,4,2,2,1004
h4,4,4,0,1004
h5,1,1,0,1005
h5,1,1,0,1005
f2,1,0,1,1005
h5,3,2,1,1005
h4,4,3,1,1005
h3,3,2,1,1005
h5,4,3,1,1005
f1,0,0,0,1006
f1,0,0,0,1006
f2,2,2,0,1006
f2,2,2,0,1006
h1,4,0,4,1006
h1,4,0,4,1006
h2,4,3,1,1006
f1,0,0,0,1007
h5,1,1,0,1007
f2,1,1,0,1007
f1,1,1,0,1007
h3,2,2,0,1007
h3,1,1,0,1007
h3,0,0,0,1007
f4,0,0,0,1007
f1,2,1,1,1007
h5,3,3,0,1007
h1,2,0,2,1008
f2,2,2,0,1008
h5,3,3,0,1008
f1,3,3,0,1008
f3,2,2,0,1008
h3,2,2,0,1008
h2,3,2,1,1008
f1,1,1,0,1009
h1,2,0,2,1009
f2,2,2,0,1009
f3,1,1,0,1009
h5,1,1,0,1009
h1,1,0,1,1009
f1,1,0,1,1009
f2,2,2,0,1009
f4,0,0,0,1009
h3,1,1,0,1009
h3,0,0,0,1010
f3,0,0,0,1010
f4,1,1,0,1010
h3,2,2,0,1010
f2,2,2,0,1010
f2,3,3,0,1010
h1,3,0,3,1010
h3,2,2,0,1011
h5,2,2,0,1011
h2,2,2,0,1011
f2,2,2,0,1011
f1,4,2,2,1011
h3,4,3,1,1011
h5,5,4,1,1011
f5,4,3,1,1011
f2,0,0,0,1012
h4,1,1,0,1012
f2,1,1,0,1012
h1,2,0,2,1012
h3,2,2,0,1012
f1,3,2,1,1012
f5,4,3,1,1012
h4,5,5,0,1012
h4,5,5,0,1012
f1,0,0,0,1013
f2,0,0,0,1013
f2,0,0,0,1013
f2,1,1,0,1013
f1,2,1,1,1013
h3,5,5,0,1013
h1,0,0,0,1014
h3,0,0,0,1014
f2,0,0,0,1014
f5,1,0,1,1014
f1,2,2,0,1014
h2,2,2,0,1014
f3,1,1,0,1014
h5,3,3,0,1014
f1,0,0,0,1015
f2,0,0,0,1015
f3,2,2,0,1015
h5,2,2,0,1015
h2,5,4,1,1015
h3,4,4,0,1015
f3,5,5,0,1015
h5,5,5,0,1015
f2,1,1,0,1016
h1,3,0,3,1016
f2,5,5,0,1016
f4,5,4,1,1016
f3,5,5,0,1016
f2,5,5,0,1016
h3,6,6,0,1016
f3,6,6,0,1016
h1,0,0,0,1017
f4,0,0,0,1017
h1,0,0,0,1017
f4,0,0,0,1017
h5,1,1,0,1017
h1,3,0,3,1017
h2,3,2,1,1017
h4,4,4,0,1017
h1,4,0,4,1017
h5,6,6,0,1017
h3,3,2,1,1018
h3,3,2,1,1018
h3,3,2,1,1018
h4,3,2,1,1018
h4,3,2,1,1018
f2,2,1,1,1018
h4,1,0,1,1018
h4,1,0,1,1018
f3,3,2,1,1018
f2,3,2,1,1018
f2,0,0,0,1019
h2,0,0,0,1019
h2,1,0,1,1019
f2,2,1,1,1019
h5,2,1,1,1019
h3,2,1,1,1019
f1,1,0,1,1019
f1,1,0,1,1019
f1,2,1,1,1019
h3,1,0,1,1019
f3,1,1,0,1020
h5,0,0,0,1020
f4,2,1,1,1020
f4,3,2,1,1020
h1,3,0,3,1020
h1,5,0,5,1020
f3,4,4,0,1020
h2,0,0,0,1021
f3,1,1,0,1021
h1,2,0,2,1021
f1,2,1,1,1021
h3,2,2,0,1021
h4,3,3,0,1021
f3,4,4,0,1021
f2,4,4,0,1021
h5,4,4,0,1021
h2,0,0,0,1022
h3,0,0,0,1022
h3,4,4,0,1022
h4,4,4,0,1022
h5,4,4,0,1022
h4,4,4,0,1022
h4,4,4,0,1022
f5,3,2,1,1022
h3,3,3,0,1022
h2,1,1,0,1023
h5,1,1,0,1023
h5,2,2,0,1023
f2,1,1,0,1023
f4,1,1,0,1023
h1,1,0,1,1023
h5,3,3,0,1023
h3,3,3,0,1023
f3,3,3,0,1023
f2,1,1,0,1024
f2,1,1,0,1024
f3,1,1,0,1024
h1,3,0,3,1024
f2,3,3,0,1024
f3,3,3,0,1024
h2,0,0,0,1026
h3,0,0,0,1026
h5,0,0,0,1026
f1,0,0,0,1026
h5,0,0,0,1026
f2,0,0,0,1026
f2,0,0,0,1026
h2,3,2,1,1027
f2,2,2,0,1027
f2,2,2,0,1027
f4,3,3,0,1027
f3,2,2,0,1027
f3,2,2,0,1027
f2,1,1,0,1027
h3,2,2,0,1027
f1,1,1,0,1027
h2,0,0,0,1028
f1,0,0,0,1028
f1,1,1,0,1028
f3,0,0,0,1028
h3,2,2,0,1028
h1,3,0,3,1028
h2,1,1,0,1029
h3,1,1,0,1029
h5,0,0,0,1029
f4,0,0,0,1029
f5,0,0,0,1029
f3,0,0,0,1029
h5,0,0,0,1029
h3,0,0,0,1029
f4,2,1,1,1029
h1,2,0,2,1030
h5,2,2,0,1030
h1,3,0,3,1030
h5,3,3,0,1030
f4,3,2,1,1030
h4,4,4,0,1030
f2,3,3,0,1030
f4,3,2,1,1030
f4,0,0,0,1031
h5,0,0,0,1031
f1,0,0,0,1031
h2,0,0,0,1031
f2,0,0,0,1031
f4,2,1,1,1031
f5,4,3,1,1031
h5,5,5,0,1031
h5,5,5,0,1031
h5,2,2,0,1032
f2,0,0,0,1032
h3,1,1,0,1032
h3,1,1,0,1032
h4,0,0,0,1032
h1,1,0,1,1032
f5,2,2,0,1032
f4,2,2,0,1032
h5,4,4,0,1032
h1,0,0,0,1033
h3,0,0,0,1033
f3,0,0,0,1033
h4,1,1,0,1033
h1,1,0,1,1033
h3,2,2,0,1033
f4,2,2,0,1033
f4,4,3,1,1033
f3,6,5,1,1033
h5,6,5,1,1033
f3,0,0,0,1034
f4,1,1,0,1034
f1,2,2,0,1034
h1,2,0,2,1034
h5,2,2,0,1034
f1,1,1,0,1034
h5,2,1,1,1034
h1,0,0,0,1035
h5,0,0,0,1035
f3,0,0,0,1035
h4,0,0,0,1035
f3,1,1,0,1035
h2,4,2,2,1035
h3,5,4,1,1035
h5,5,4,1,1035
h2,6,4,2,1035
f2,5,4,1,1035
h1,0,0,0,1036
h4,2,1,1,1036
f5,2,1,1,1036
h5,1,0,1,1036
h3,3,2,1,1036
h1,2,0,2,1036
f2,2,1,1,1036
h2,4,3,1,1036
h5,5,4,1,1036
h1,0,0,0,1037
h4,2,2,0,1037
f2,3,3,0,1037
h3,2,2,0,1037
h3,2,2,0,1037
h3,2,2,0,1037
h1,2,0,2,1037
h5,2,2,0,1037
f2,2,2,0,1037
h1,3,0,3,1037
h1,0,0,0,1038
h5,2,2,0,1038
h2,3,3,0,1038
h2,3,3,0,1038
f4,3,3,0,1038
f4,2,2,0,1038
f1,3,3,0,1038
h5,4,4,0,1038
h1,2,0,2,1039
f1,3,2,1,1039
h1,2,0,2,1039
f4,4,1,3,1039
h5,4,3,1,1039
f3,4,3,1,1039
f5,1,1,0,1040
h5,1,1,0,1040
f5,2,2,0,1040
h1,2,0,2,1040
h4,3,2,1,1040
f2,2,1,1,1040
f4,2,1,1,1040
h2,1,0,1,1040
f1,0,0,0,1041
h3,1,1,0,1041
h3,1,1,0,1041
h2,2,2,0,1041
h1,3,0,3,1041
f2,3,3,0,1041
h1,4,0,4,1041
f4,4,2,2,1041
h5,5,5,0,1041
f5,4,4,0,1041
h3,0,0,0,1042
h3,0,0,0,1042
h1,1,0,1,1042
f2,1,1,0,1042
f3,1,1,0,1042
f4,3,2,1,1042
h5,4,4,0,1042
h2,4,3,1,1042
h5,1,1,0,1043
f2,1,1,0,1043
h3,2,2,0,1043
h1,3,0,3,1043
h4,4,3,1,1043
f3,4,3,1,1043
f2,4,3,1,1043
f4,5,2,3,1043
h1,0,0,0,1044
f2,0,0,0,1044
f3,0,0,0,1044
h5,0,0,0,1044
f4,1,1,0,1044
f4,1,1,0,1044
f5,1,1,0,1044
f1,1,1,0,1044
f4,2,1,1,1044
h3,2,2,0,1044
h5,1,1,0,1045
h1,1,0,1,1045
h1,1,0,1,1045
f1,1,1,0,1045
h1,1,0,1,1045
h5,2,2,0,1045
h1,2,0,2,1045
f5,4,3,1,1045
f4,4,2,2,1045
h2,1,0,1,1046
f5,3,2,1,1046
h2,6,4,2,1046
f4,6,4,2,1046
f3,7,6,1,1046
h1,6,0,6,1046
f2,2,1,1,1047
h3,2,1,1,1047
h4,2,1,1,1047
h2,2,1,1,1047
h2,2,1,1,1047
h4,4,3,1,1047
f4,3,1,2,1047
f4,3,1,2,1047
f3,3,2,1,1047
f5,4,2,2,1047
f2,0,0,0,1048
h3,0,0,0,1048
f3,0,0,0,1048
f3,0,0,0,1048
f4,3,2,1,1048
f1,4,4,0,1048
h5,5,5,0,1048
f4,0,0,0,1049
h2,2,1,1,1049
h3,3,3,0,1049
f3,3,3,0,1049
f5,4,3,1,1049
f2,3,3,0,1049
f4,3,2,1,1049
f5,3,2,1,1049
f3,3,3,0,1049
h1,0,0,0,1050
h1,0,0,0,1050
f4,1,0,1,1050
h5,3,3,0,1050
f2,2,2,0,1050
h1,2,0,2,1050
h1,2,0,2,1050
f1,2,1,1,1050
h1,3,0,3,1050
f2,2,2,0,1050
f3,0,0,0,1051
h5,3,3,0,1051
h3,5,5,0,1051
h3,5,5,0,1051
h3,5,5,0,1051
f4,4,2,2,1051
f4,3,1,2,1051
f3,3,3,0,1051
h5,4,4,0,1051
h1,0,0,0,1052
f1,0,0,0,1052
h3,1,1,0,1052
f2,1,1,0,1052
h4,1,1,0,1052
f2,0,0,0,1052
h3,2,2,0,1052
h3,3,2,1,1052
h1,1,0,1,1052
h5,3,2,1,1052
f2,0,0,0,1053
f2,0,0,0,1053
h5,1,1,0,1053
h5,0,0,0,1053
h1,0,0,0,1053
h3,0,0,0,1053
h1,0,0,0,1053
f1,0,0,0,1053
h5,3,3,0,1053
h3,4,4,0,1053
f2,0,0,0,1054
f3,0,0,0,1054
h1,0,0,0,1054
h3,0,0,0,1054
h1,0,0,0,1054
f2,0,0,0,1054
h2,0,0,0,1054
h3,0,0,0,1054
f4,0,0,0,1054
f1,0,0,0,1054
h3,0,0,0,1055
h1,0,0,0,1055
f3,0,0,0,1055
f3,0,0,0,1055
h1,1,0,1,1055
h1,1,0,1,1055
h5,2,2,0,1055
f3,2,2,0,1055
h1,4,0,4,1055
h1,0,0,0,1056
h3,0,0,0,1056
h5,4,3,1,1056
h2,3,2,1,1056
h3,4,3,1,1056
f3,4,3,1,1056
f2,4,3,1,1056
f4,4,2,2,1056
h2,0,0,0,1057
h5,1,1,0,1057
h1,1,0,1,1057
h2,1,1,0,1057
f4,5,4,1,1057
f3,2,1,1,1058
h2,3,1,2,1058
f1,3,1,2,1058
f2,3,2,1,1058
h1,2,0,2,1058
h1,3,0,3,1058
h1,3,0,3,1058
h2,4,2,2,1058
h1,0,0,0,1059
h5,4,4,0,1059
f4,4,2,2,1059
f1,4,3,1,1059
f4,4,2,2,1059
h5,5,5,0,1059
f3,4,4,0,1059
h5,7,6,1,1059
h5,6,5,1,1059
h4,0,0,0,1060
h5,0,0,0,1060
h5,1,1,0,1060
h5,1,1,0,1060
f1,0,0,0,1060
h3,0,0,0,1060
f4,0,0,0,1060
h3,0,0,0,1060
f3,0,0,0,1060
h3,0,0,0,1060
f4,0,0,0,1061
f2,2,2,0,1061
f3,2,2,0,1061
f4,2,1,1,1061
h4,3,3,0,1061
f4,3,1,2,1061
h5,3,3,0,1061
h4,2,2,0,1061
f3,1,1,0,1061
h3,2,2,0,1061
h2,0,0,0,1062
f3,0,0,0,1062
h1,2,0,2,1062
h1,3,0,3,1062
f4,3,3,0,1062
f4,4,3,1,1062
h2,5,4,1,1062
h4,4,4,0,1062
f3,0,0,0,1063
f2,3,3,0,1063
h1,4,0,4,1063
h3,5,4,1,1063
h3,5,4,1,1063
h1,4,0,4,1063
h1,0,0,0,1064
f2,0,0,0,1064
f1,1,1,0,1064
f4,1,1,0,1064
f1,0,0,0,1064
h4,0,0,0,1064
h1,2,0,2,1064
f4,2,2,0,1064
h3,3,3,0,1064
f4,1,1,0,1065
h5,0,0,0,1065
h1,0,0,0,1065
f3,2,2,0,1065
h5,3,3,0,1065
h4,3,3,0,1065
h5,4,4,0,1065
f4,0,0,0,1066
h5,0,0,0,1066
