SC,count_total,Trustworthy,Untrustworthy,periode
h5,2,2,0,585
f2,0,0,0,586
h1,0,0,0,586
h5,4,3,1,586
h4,0,0,0,587
f4,0,0,0,587
h3,0,0,0,587
f4,1,1,0,587
h5,1,1,0,587
h5,1,1,0,587
f3,0,0,0,587
f5,1,0,1,587
f1,2,1,1,587
h1,1,0,1,587
h1,0,0,0,588
h1,1,0,1,588
h5,2,2,0,588
f2,2,2,0,588
f2,2,2,0,588
f1,2,1,1,588
f2,2,2,0,588
h4,1,1,0,588
h3,2,2,0,588
f3,3,3,0,588
f5,1,1,0,589
h4,1,1,0,589
f4,1,0,1,589
f2,1,1,0,589
f3,1,1,0,589
f3,1,1,0,589
h5,1,1,0,589
h1,0,0,0,589
h5,0,0,0,589
h3,1,0,1,590
f1,3,2,1,590
h1,3,0,3,590
f1,4,2,2,590
f3,7,6,1,590
h1,6,0,6,590
f1,6,4,2,590
f1,7,5,2,590
h5,8,7,1,590
f2,0,0,0,591
f3,2,2,0,591
f1,2,2,0,591
f4,2,2,0,591
h4,3,3,0,591
h4,3,3,0,591
h3,0,0,0,592
h5,0,0,0,592
f3,2,1,1,592
h4,2,1,1,592
f4,1,0,1,592
f4,1,0,1,592
f2,2,1,1,592
f2,3,2,1,592
f1,3,2,1,592
f1,1,0,1,593
f1,1,0,1,593
h3,2,1,1,593
h5,2,1,1,593
f1,1,0,1,593
h1,1,0,1,593
h5,3,2,1,593
f4,3,1,2,593
f1,0,0,0,594
h2,0,0,0,594
f2,0,0,0,594
h3,0,0,0,594
f2,0,0,0,594
f2,1,1,0,594
h3,3,3,0,594
f1,4,4,0,594
f3,3,3,0,594
h3,3,3,0,595
f2,3,3,0,595
f2,3,3,0,595
h5,3,3,0,595
h5,4,4,0,595
h3,4,4,0,595
f5,5,3,2,595
h3,5,5,0,595
h3,5,5,0,595
f3,3,3,0,596
f1,4,3,1,596
f4,3,2,1,596
f4,3,2,1,596
f5,0,0,0,597
h2,0,0,0,597
h2,1,1,0,597
f2,4,4,0,597
f3,3,3,0,597
h2,3,2,1,597
f3,5,5,0,597
f4,5,4,1,597
f4,5,4,1,597
h3,1,1,0,598
h5,2,2,0,598
h3,2,2,0,598
f4,2,2,0,598
h1,4,0,4,598
h5,3,3,0,598
f5,5,3,2,598
h1,6,0,6,598
f3,5,5,0,598
f1,0,0,0,599
h2,0,0,0,599
h4,1,1,0,599
f1,1,1,0,599
h3,0,0,0,599
f2,3,3,0,599
f2,3,3,0,599
f4,3,3,0,599
f4,3,3,0,599
h5,4,4,0,599
h3,3,3,0,600
f3,2,2,0,600
f3,2,2,0,600
h4,3,3,0,600
h2,3,2,1,600
f4,2,2,0,600
h1,3,0,3,600
f5,5,3,2,600
f2,0,0,0,601
h3,2,1,1,601
f2,1,0,1,601
f2,2,1,1,601
h1,2,0,2,601
h3,4,3,1,601
f2,4,3,1,601
f3,5,4,1,601
h5,5,4,1,601
f1,0,0,0,602
f4,1,1,0,602
h1,0,0,0,602
f2,2,2,0,602
h5,2,2,0,602
f4,2,2,0,602
h5,3,2,1,602
f5,2,1,1,602
h5,2,1,1,602
f1,1,0,1,602
f4,2,1,1,603
h1,2,0,2,603
h3,2,2,0,603
f1,1,1,0,603
h3,2,2,0,603
h5,2,2,0,603
f4,1,0,1,603
h3,0,0,0,604
f5,0,0,0,604
f1,1,1,0,604
f4,2,2,0,604
h5,3,3,0,604
f3,3,3,0,604
f5,2,1,1,605
f2,2,1,1,605
f4,2,1,1,605
f1,3,2,1,605
f2,1,0,1,605
f5,2,1,1,605
h1,0,0,0,605
h1,0,0,0,605
f1,1,0,1,605
f4,4,2,2,605
f4,1,1,0,606
f5,1,1,0,606
h1,0,0,0,607
f3,1,1,0,607
h5,2,2,0,607
f1,2,2,0,607
f4,1,1,0,607
f2,1,1,0,607
h2,3,2,1,607
h5,2,2,0,607
f2,4,4,0,607
f5,2,1,1,608
f1,3,2,1,608
h3,3,3,0,608
f3,3,3,0,608
h4,3,3,0,608
h4,5,5,0,608
f4,5,3,2,608
f5,5,4,1,608
f4,0,0,0,609
f2,2,2,0,609
h1,2,0,2,609
h5,4,3,1,609
f5,5,3,2,609
f5,4,2,2,609
f1,3,2,1,609
f2,4,3,1,609
h5,4,3,1,609
h5,5,4,1,609
f3,0,0,0,610
f3,0,0,0,610
h5,1,1,0,610
h1,1,0,1,610
f1,1,1,0,610
h5,0,0,0,610
f4,3,3,0,610
f5,4,2,2,610
f5,0,0,0,611
f4,2,1,1,611
f2,2,2,0,611
f2,2,2,0,611
h5,2,2,0,611
h2,1,0,1,611
h3,2,2,0,611
h5,4,4,0,611
f5,1,1,0,612
f2,0,0,0,613
h3,0,0,0,613
h1,1,0,1,613
h1,1,0,1,613
f5,2,1,1,613
h1,3,0,3,613
f4,4,3,1,613
h3,4,4,0,613
f4,4,3,1,613
h5,2,2,0,614
h1,2,0,2,614
f2,1,1,0,614
h5,2,2,0,614
h1,4,0,4,614
h5,1,1,0,615
h3,2,2,0,615
h1,4,0,4,615
h3,3,3,0,615
f4,4,3,1,615
h5,3,3,0,615
h3,2,2,0,615
f4,1,1,0,616
f2,0,0,0,616
h1,2,0,2,616
h3,3,3,0,616
h4,3,3,0,616
h1,4,0,4,616
h5,3,3,0,616
h3,4,4,0,616
h2,3,2,1,616
h3,3,3,0,616
f4,0,0,0,617
f4,0,0,0,617
h5,0,0,0,617
f1,0,0,0,617
f4,0,0,0,617
h3,0,0,0,617
h1,3,0,3,617
f1,3,3,0,617
f1,4,3,1,617
f1,0,0,0,618
f1,0,0,0,618
f3,0,0,0,618
h4,4,3,1,618
h3,4,3,1,618
h5,4,3,1,618
h3,4,3,1,618
h5,4,3,1,618
h3,5,4,1,618
f2,0,0,0,619
f4,3,2,1,619
f3,5,4,1,619
f4,6,3,3,619
h1,5,0,5,619
h1,5,0,5,619
f4,6,3,3,619
f1,0,0,0,620
h5,0,0,0,620
h4,1,0,1,620
f5,2,1,1,620
h3,2,1,1,620
f3,1,0,1,620
f4,1,0,1,620
f4,1,0,1,620
h4,2,1,1,620
h1,0,0,0,621
h3,0,0,0,621
h5,0,0,0,621
h3,0,0,0,621
f3,0,0,0,621
h3,0,0,0,621
f5,1,0,1,621
f3,0,0,0,622
f3,3,3,0,622
f4,4,3,1,622
f5,4,3,1,622
f2,3,3,0,622
f4,3,2,1,622
f3,4,4,0,622
h4,4,4,0,622
f2,0,0,0,623
h5,1,1,0,623
f2,1,1,0,623
h5,2,2,0,623
h3,2,2,0,623
h4,3,3,0,623
h5,2,2,0,623
h3,2,2,0,623
f1,2,1,1,623
f3,2,2,0,623
h2,0,0,0,624
h2,2,1,1,624
h3,3,3,0,624
f2,3,3,0,624
h2,4,4,0,624
f2,3,3,0,624
h4,1,1,0,625
f4,2,2,0,625
f5,3,2,1,625
h1,4,0,4,625
h1,4,0,4,625
f3,3,3,0,625
f4,4,3,1,625
h1,3,0,3,626
h4,4,4,0,626
f5,4,3,1,626
h1,4,0,4,626
h4,5,5,0,626
h3,5,5,0,626
h5,5,5,0,626
f5,5,4,1,626
h5,5,5,0,626
f2,1,1,0,627
f2,1,1,0,627
h4,2,2,0,627
h1,2,0,2,627
h2,4,3,1,627
h4,4,3,1,627
h5,3,2,1,627
h3,3,2,1,627
f3,3,2,1,627
h4,2,1,1,627
f4,2,1,1,628
f5,2,2,0,628
h1,2,0,2,628
f3,3,3,0,628
h5,4,4,0,628
f1,3,2,1,628
f2,3,3,0,628
h3,1,1,0,630
h3,1,1,0,630
h5,1,1,0,630
h4,1,1,0,630
h1,0,0,0,630
f2,4,4,0,630
f4,0,0,0,631
h4,3,2,1,631
h4,5,4,1,631
h2,4,3,1,631
f1,5,4,1,631
f5,4,1,3,631
f2,6,5,1,631
f1,0,0,0,632
h3,1,1,0,632
f4,2,2,0,632
h5,2,2,0,632
h4,1,1,0,632
f1,2,2,0,632
h5,2,2,0,632
f4,2,2,0,632
h5,2,2,0,632
h2,2,2,0,632
h2,0,0,0,633
h2,0,0,0,633
f5,0,0,0,633
h3,2,2,0,633
f4,2,2,0,633
f1,3,3,0,633
f5,4,3,1,633
f1,4,4,0,633
h1,6,0,6,633
h3,1,1,0,634
f4,4,3,1,634
f4,4,3,1,634
h1,3,0,3,634
f3,3,3,0,634
h4,4,4,0,634
f5,4,2,2,634
f3,4,4,0,634
h1,0,0,0,635
f1,0,0,0,635
f1,0,0,0,635
f2,2,2,0,635
h5,2,2,0,635
h1,3,0,3,635
h3,4,4,0,635
h4,4,4,0,635
f2,1,1,0,636
f3,0,0,0,636
f5,2,2,0,636
f1,3,1,2,636
f2,4,3,1,636
h5,4,3,1,636
f3,6,5,1,636
h5,5,4,1,636
h5,1,1,0,637
h4,1,1,0,637
f4,1,1,0,637
h5,0,0,0,637
h5,0,0,0,637
f3,0,0,0,637
h3,1,1,0,637
f5,1,0,1,637
f2,1,1,0,638
f4,1,0,1,638
f2,3,2,1,638
f2,3,2,1,638
h2,2,1,1,638
f2,1,0,1,638
h5,2,1,1,638
h1,2,0,2,638
h2,4,4,0,639
f1,4,4,0,639
h5,4,4,0,639
f1,5,5,0,639
h2,5,5,0,639
h1,5,0,5,639
f4,4,4,0,639
h2,0,0,0,640
f2,2,2,0,640
h5,2,2,0,640
f1,2,1,1,640
f2,1,1,0,640
f2,5,5,0,640
f3,5,5,0,640
h3,7,6,1,640
f4,6,3,3,640
h4,0,0,0,641
h2,0,0,0,641
f2,0,0,0,641
f2,2,2,0,641
h5,3,3,0,641
h3,3,3,0,641
f3,4,3,1,641
f3,3,3,0,642
f3,4,4,0,642
f3,5,5,0,642
f4,4,3,1,642
f1,0,0,0,643
h1,0,0,0,643
f1,0,0,0,643
f5,2,2,0,643
h1,3,0,3,643
h3,3,3,0,643
f3,3,3,0,643
f3,3,3,0,643
h1,0,0,0,644
h1,0,0,0,644
h5,1,1,0,644
h1,1,0,1,644
f2,1,1,0,644
h1,1,0,1,644
f1,3,3,0,644
f4,5,3,2,644
h5,4,4,0,644
f1,1,1,0,645
f2,2,2,0,645
h4,2,2,0,645
f1,1,1,0,645
h3,2,2,0,645
f2,3,3,0,645
h4,4,4,0,645
f2,1,1,0,646
f4,3,3,0,646
f5,2,0,2,646
f3,3,3,0,646
f5,3,1,2,646
h3,0,0,0,647
f4,0,0,0,647
h2,0,0,0,647
f4,0,0,0,647
h3,0,0,0,647
h3,1,1,0,647
f2,2,2,0,648
f2,2,2,0,648
h3,3,3,0,648
h3,3,3,0,648
h2,3,3,0,648
f3,2,2,0,648
f5,1,0,1,648
h5,2,2,0,648
f3,1,1,0,649
f4,0,0,0,649
f4,0,0,0,649
f2,0,0,0,649
h3,0,0,0,649
h1,2,0,2,649
f4,2,1,1,649
h5,5,5,0,649
f2,5,5,0,649
f4,3,2,1,650
h5,3,3,0,650
f2,3,3,0,650
h3,4,4,0,650
f5,5,3,2,650
h1,5,0,5,650
f1,5,3,2,650
h5,5,4,1,650
f2,1,1,0,651
h5,1,1,0,651
h4,1,1,0,651
h5,2,2,0,651
h5,3,3,0,651
h2,4,3,1,651
f4,3,2,1,651
f4,3,2,1,651
f4,6,3,3,651
h5,7,6,1,651
h1,0,0,0,652
h5,2,2,0,652
h1,1,0,1,652
h3,1,1,0,652
f3,2,2,0,652
f4,3,2,1,652
h5,3,3,0,652
h2,2,2,0,652
h5,4,4,0,652
h2,0,0,0,653
f2,1,1,0,653
h2,1,1,0,653
h1,3,0,3,653
h3,4,4,0,653
f1,4,4,0,653
f4,6,4,2,653
h3,5,5,0,653
h3,0,0,0,654
h1,2,0,2,654
h1,2,0,2,654
f2,2,2,0,654
f1,4,4,0,654
f1,4,4,0,654
h2,4,4,0,654
h4,4,4,0,654
h5,3,3,0,654
h5,1,1,0,655
h4,1,1,0,655
h3,2,2,0,655
h5,2,2,0,655
h2,2,2,0,655
f2,2,2,0,655
h1,2,0,2,655
h1,3,0,3,655
h5,3,3,0,655
h3,1,1,0,656
f1,2,1,1,656
h2,3,1,2,656
h5,3,2,1,656
f1,3,1,2,656
f2,2,1,1,656
h3,2,1,1,656
f2,1,0,1,656
h2,1,0,1,656
f3,1,0,1,656
f3,1,0,1,657
h2,1,0,1,657
f4,1,0,1,657
h5,2,1,1,657
h3,3,2,1,657
h5,3,2,1,657
f3,3,2,1,657
f4,4,1,3,657
f2,4,3,1,657
h5,5,4,1,657
f5,0,0,0,658
f1,0,0,0,658
h3,1,0,1,658
h1,0,0,0,658
f3,1,0,1,658
h2,1,0,1,658
f2,1,0,1,658
f1,2,1,1,658
f5,2,1,1,658
f2,1,0,1,658
h3,2,2,0,659
h5,5,5,0,659
h1,5,0,5,659
f2,5,5,0,659
h3,4,4,0,659
h5,6,6,0,659
h1,6,0,6,659
h3,5,5,0,659
h3,0,0,0,660
f4,0,0,0,660
h4,1,1,0,660
h4,0,0,0,660
h1,0,0,0,660
h4,1,1,0,660
f3,2,2,0,660
f3,1,1,0,660
f4,0,0,0,660
f3,1,1,0,661
h3,1,1,0,661
h5,2,2,0,661
h3,4,4,0,661
h4,5,5,0,661
h1,6,0,6,661
f2,6,6,0,661
h2,5,4,1,661
f4,6,4,2,661
h5,6,6,0,661
h1,1,0,1,662
f1,0,0,0,662
f2,2,2,0,662
f5,3,2,1,662
f5,3,2,1,662
h5,1,1,0,663
f1,1,1,0,663
h5,1,1,0,663
h1,2,0,2,663
h5,1,1,0,663
h5,1,1,0,663
h4,2,2,0,663
f4,0,0,0,664
f4,0,0,0,664
f4,1,1,0,664
h3,1,1,0,664
f3,0,0,0,664
h5,1,1,0,664
h4,3,3,0,664
f1,0,0,0,665
f5,1,1,0,665
h5,2,2,0,665
f4,2,2,0,665
h3,4,4,0,665
h4,2,2,0,665
f4,2,2,0,665
h4,1,1,0,665
f3,0,0,0,666
h5,1,1,0,666
f1,2,1,1,666
f4,1,1,0,666
f2,2,2,0,666
f3,3,3,0,666
h5,3,3,0,666
f2,2,2,0,666
f5,4,3,1,666
h4,3,3,0,667
h5,3,3,0,667
h5,3,3,0,667
h5,2,2,0,667
h5,2,2,0,667
h4,3,3,0,667
h2,0,0,0,668
h5,0,0,0,668
h3,1,1,0,668
h5,0,0,0,668
h4,1,1,0,668
f4,1,1,0,668
h1,1,0,1,668
h4,4,4,0,668
h1,0,0,0,669
f4,0,0,0,669
h3,0,0,0,669
h4,3,2,1,669
h5,3,2,1,669
f2,3,2,1,669
f2,3,2,1,669
f2,3,2,1,669
h5,4,3,1,669
h5,0,0,0,670
h1,0,0,0,670
h5,1,1,0,670
f1,0,0,0,670
h3,1,1,0,670
f3,2,2,0,670
h1,2,0,2,670
h3,2,2,0,670
f4,3,2,1,670
f4,0,0,0,671
f2,0,0,0,671
h5,0,0,0,671
f2,1,1,0,671
f2,1,1,0,671
h3,2,2,0,671
f4,3,3,0,671
f3,4,4,0,671
f3,4,4,0,671
h2,0,0,0,672
h5,1,1,0,672
h2,2,2,0,672
h5,2,2,0,672
f3,2,2,0,672
f1,2,2,0,672
h4,4,4,0,672
h5,4,4,0,672
h1,1,0,1,673
f1,1,1,0,673
h2,1,1,0,673
h3,1,1,0,673
h3,1,1,0,673
f3,1,1,0,673
f3,1,1,0,673
h5,2,2,0,673
h3,2,2,0,673
f4,1,1,0,673
f3,0,0,0,674
h5,0,0,0,674
h1,0,0,0,674
h1,1,0,1,674
f2,1,1,0,674
f1,1,1,0,674
h5,1,1,0,674
h5,4,4,0,674
h3,3,3,0,674
f4,4,3,1,674
h3,2,2,0,675
h5,3,3,0,675
h2,3,3,0,675
f2,4,4,0,675
f4,4,3,1,675
h3,5,5,0,675
h1,4,0,4,675
f4,3,3,0,675
f2,0,0,0,676
h3,0,0,0,676
h5,4,4,0,676
h5,4,4,0,676
h3,3,3,0,676
h1,4,0,4,676
h5,6,6,0,676
h3,0,0,0,677
f4,0,0,0,677
h1,1,0,1,677
h5,2,2,0,677
f2,3,3,0,677
h5,2,2,0,677
f2,3,3,0,677
h1,0,0,0,678
h2,0,0,0,678
h3,0,0,0,678
f1,1,0,1,678
f2,2,1,1,678
h5,2,1,1,678
f2,2,1,1,678
f1,2,0,2,678
h1,3,0,3,678
h1,4,0,4,678
h5,0,0,0,679
h1,0,0,0,679
h3,0,0,0,679
h1,3,0,3,679
h4,5,4,1,679
h3,1,1,0,680
f2,1,1,0,680
h3,1,1,0,680
h1,0,0,0,680
f3,3,2,1,680
h5,3,2,1,680
h4,3,2,1,680
h5,2,1,1,680
h3,2,1,1,680
f1,4,3,1,681
h3,4,3,1,681
h5,4,3,1,681
h4,4,3,1,681
h1,3,0,3,681
f3,3,2,1,681
f2,3,2,1,681
f2,2,1,1,681
f3,2,1,1,681
h4,1,1,0,682
h3,3,3,0,682
f4,2,1,1,682
h1,2,0,2,682
h1,4,0,4,682
h4,4,4,0,682
f4,3,1,2,682
f1,3,2,1,682
h5,1,1,0,683
f3,0,0,0,683
f5,0,0,0,683
h1,0,0,0,683
h5,1,1,0,683
f4,2,1,1,683
h3,4,4,0,683
f4,3,3,0,684
h4,3,3,0,684
f4,3,3,0,684
f5,2,1,1,684
h3,3,3,0,684
f2,2,2,0,684
h5,2,2,0,684
f1,2,2,0,684
h5,2,2,0,684
f3,1,0,1,685
h5,2,1,1,685
f2,4,3,1,685
h3,4,3,1,685
f3,5,4,1,685
h5,0,0,0,686
h1,0,0,0,686
f4,0,0,0,686
f1,0,0,0,686
h2,0,0,0,686
f5,1,1,0,686
h5,2,2,0,686
h1,3,0,3,686
h3,3,3,0,686
h5,3,3,0,686
h5,0,0,0,687
h3,0,0,0,687
h5,0,0,0,687
h2,0,0,0,687
f2,0,0,0,687
f3,1,1,0,688
f1,1,1,0,688
h5,5,5,0,688
h4,4,4,0,688
h5,6,6,0,688
f1,6,5,1,688
f2,1,1,0,689
h3,0,0,0,689
f5,0,0,0,689
h3,2,2,0,689
f4,3,3,0,689
h5,3,3,0,689
h5,3,3,0,689
h3,2,2,0,690
f4,2,1,1,690
h5,0,0,0,691
f3,3,3,0,691
f3,3,3,0,691
h5,5,5,0,691
f2,6,6,0,691
h3,6,6,0,691
f1,0,0,0,692
h4,0,0,0,692
h5,0,0,0,692
h3,5,5,0,692
h5,5,5,0,692
f5,4,3,1,692
h2,4,3,1,692
h5,6,6,0,692
h1,0,0,0,693
f4,0,0,0,693
f1,0,0,0,693
f3,0,0,0,693
h3,1,1,0,693
h1,2,0,2,693
f1,1,1,0,693
h5,3,3,0,693
f1,3,2,1,693
h1,0,0,0,694
h2,2,2,0,694
h3,3,3,0,694
h3,3,3,0,694
h5,3,3,0,694
f5,3,2,1,694
f3,2,2,0,694
f3,2,2,0,694
h3,1,1,0,695
f4,1,1,0,695
f1,2,2,0,695
f1,2,2,0,695
f3,2,2,0,695
f2,3,3,0,695
f3,3,3,0,695
h1,2,0,2,695
f3,3,2,1,695
h3,1,1,0,696
h4,2,2,0,696
h5,1,1,0,696
f2,3,3,0,696
f1,2,2,0,696
h5,2,1,1,697
f2,2,1,1,697
f2,1,0,1,697
h5,1,0,1,697
f2,1,0,1,697
h1,0,0,0,697
f2,1,0,1,697
f2,2,1,1,697
f2,3,2,1,697
f2,3,2,1,697
h3,1,1,0,698
h5,2,2,0,698
h1,2,0,2,698
f1,1,1,0,698
h3,1,1,0,698
f2,1,1,0,698
h4,0,0,0,698
h3,0,0,0,698
h5,1,1,0,698
h3,2,1,1,698
h3,3,3,0,699
f5,2,1,1,699
f2,4,4,0,699
h3,4,4,0,699
h1,3,0,3,699
f4,1,1,0,700
f2,0,0,0,701
h3,0,0,0,701
h3,1,0,1,701
f3,1,0,1,701
f1,1,0,1,701
f2,1,0,1,701
f2,1,0,1,701
h5,1,0,1,701
f3,1,0,1,701
h2,0,0,0,702
f5,0,0,0,702
f3,2,2,0,702
h4,2,2,0,702
h5,2,2,0,702
h1,4,0,4,702
f5,4,3,1,702
f5,4,3,1,702
h2,1,1,0,703
h5,1,1,0,703
h3,1,1,0,703
h3,1,1,0,703
f4,0,0,0,703
h5,0,0,0,703
f4,5,3,2,703
h3,0,0,0,704
h5,0,0,0,704
h5,0,0,0,704
f4,0,0,0,704
h5,0,0,0,704
h3,0,0,0,704
f2,0,0,0,704
f2,1,1,0,704
h5,1,1,0,704
f1,0,0,0,705
f4,1,1,0,705
h5,1,1,0,705
h3,1,1,0,705
f4,2,1,1,705
h3,3,3,0,705
f4,3,2,1,705
f4,4,2,2,705
h4,4,4,0,705
f2,0,0,0,706
f3,1,1,0,706
h4,2,2,0,706
f4,2,2,0,706
h5,2,2,0,706
f3,2,1,1,706
h5,5,4,1,706
h4,0,0,0,707
f4,1,1,0,707
f1,1,1,0,707
h1,1,0,1,707
h5,2,2,0,707
h1,3,0,3,707
f2,2,2,0,707
h1,3,0,3,707
h5,4,4,0,707
f4,1,1,0,708
h3,1,1,0,708
h5,1,1,0,708
h1,0,0,0,708
f4,1,1,0,708
f5,2,1,1,708
f1,2,1,1,708
f1,1,0,1,708
f1,1,0,1,708
f3,1,1,0,708
f4,2,2,0,709
h4,2,2,0,709
h5,2,2,0,709
f2,1,1,0,709
f3,1,1,0,709
f2,1,1,0,709
h4,2,2,0,709
f1,2,2,0,709
h3,2,2,0,709
f5,1,1,0,710
h3,0,0,0,710
h5,1,1,0,710
h3,2,2,0,710
h3,1,1,0,710
f1,1,0,1,710
h5,2,2,0,710
f4,2,1,1,710
h1,2,0,2,710
f1,3,2,1,711
h3,4,3,1,711
f4,4,1,3,711
h5,4,3,1,711
h5,4,3,1,711
f2,3,2,1,711
h4,4,3,1,711
f4,4,2,2,711
f1,0,0,0,712
h5,1,1,0,712
h3,1,1,0,712
h5,1,1,0,712
h4,3,2,1,712
f3,3,2,1,712
f4,3,1,2,712
f3,3,2,1,712
h3,1,1,0,713
h1,1,0,1,713
h1,1,0,1,713
h3,4,3,1,713
h5,5,4,1,713
h5,0,0,0,714
h4,1,1,0,714
f2,1,0,1,714
h2,2,1,1,714
h2,2,1,1,714
f2,1,0,1,714
h4,2,1,1,714
h5,2,1,1,714
h2,0,0,0,715
f5,0,0,0,715
h2,0,0,0,715
f2,0,0,0,715
f3,0,0,0,715
h5,0,0,0,715
f1,1,1,0,715
h2,1,1,0,715
f5,1,1,0,715
h2,0,0,0,716
f3,2,2,0,716
f4,3,2,1,716
f4,3,2,1,716
h1,4,0,4,716
h3,4,4,0,716
h1,5,0,5,716
h5,5,5,0,716
h5,0,0,0,717
h3,0,0,0,717
h4,2,2,0,717
h2,2,1,1,717
h1,2,0,2,717
f5,2,1,1,717
h1,1,0,1,717
f2,2,2,0,717
h3,0,0,0,719
f3,0,0,0,719
h5,2,2,0,719
h1,2,0,2,719
h2,3,2,1,719
h4,2,2,0,719
f2,2,2,0,719
f3,2,2,0,719
f4,0,0,0,720
f5,0,0,0,720
f1,0,0,0,720
f1,0,0,0,720
f1,0,0,0,720
f2,0,0,0,720
h5,2,2,0,720
f5,2,1,1,720
f4,0,0,0,721
h1,3,0,3,721
f3,3,3,0,721
h3,3,3,0,721
h3,3,3,0,721
h2,4,4,0,721
f2,3,3,0,721
h3,0,0,0,722
f5,1,0,1,722
f3,2,2,0,722
f2,1,1,0,722
h3,3,3,0,722
f4,4,3,1,722
h3,4,4,0,722
h3,4,4,0,722
f5,3,2,1,722
h5,0,0,0,723
f1,1,1,0,723
f1,0,0,0,723
h2,0,0,0,723
f2,0,0,0,723
h3,0,0,0,723
h1,2,0,2,723
h5,3,3,0,723
f2,2,2,0,723
f5,3,2,1,723
h5,1,1,0,724
f1,1,1,0,724
h3,5,4,1,724
h5,5,4,1,724
h4,5,4,1,724
h3,5,4,1,724
h4,5,4,1,724
h4,4,3,1,724
h5,5,4,1,724
h5,6,5,1,724
f2,0,0,0,725
f3,0,0,0,725
f2,2,1,1,725
h2,4,3,1,725
f4,5,2,3,725
h2,4,3,1,725
h5,4,3,1,725
h3,0,0,0,726
h3,0,0,0,726
h1,0,0,0,726
h2,0,0,0,726
h5,4,4,0,726
h5,4,4,0,726
h4,5,5,0,726
h1,6,0,6,726
f1,5,4,1,726
f2,1,1,0,727
h4,3,3,0,727
h2,3,3,0,727
f4,5,4,1,727
h1,6,0,6,727
f4,5,4,1,727
f4,4,3,1,727
f2,3,3,0,727
h5,4,4,0,727
h5,1,1,0,728
h3,4,4,0,728
h4,4,4,0,728
h3,5,4,1,728
h3,4,3,1,728
f3,3,2,1,728
h3,4,3,1,728
f3,3,2,1,728
h4,4,3,1,728
h1,0,0,0,729
h5,4,4,0,729
h1,4,0,4,729
f4,4,2,2,729
h5,4,4,0,729
h3,4,4,0,729
h5,4,4,0,729
h5,4,4,0,729
f2,0,0,0,730
f4,1,1,0,730
h1,1,0,1,730
h2,1,1,0,730
h4,1,1,0,730
f4,1,1,0,730
h4,4,3,1,730
f4,3,1,2,730
f1,0,0,0,731
f4,0,0,0,731
h5,0,0,0,731
h2,1,1,0,731
f4,2,2,0,731
h3,5,5,0,731
h3,5,5,0,731
f4,4,4,0,731
f5,0,0,0,732
h2,0,0,0,732
h2,0,0,0,732
h1,0,0,0,732
f2,2,2,0,732
h4,3,3,0,732
f4,3,3,0,732
h5,4,4,0,732
h1,1,0,1,733
h1,1,0,1,733
f1,1,1,0,733
f2,2,2,0,733
h3,2,2,0,733
f5,4,3,1,733
f2,4,4,0,733
h5,4,4,0,733
f5,1,1,0,734
h3,0,0,0,734
h1,0,0,0,734
f3,0,0,0,734
f2,1,1,0,734
f4,2,2,0,734
h5,3,3,0,734
h1,4,0,4,734
h2,0,0,0,735
f1,1,1,0,735
h5,4,3,1,735
h1,0,0,0,736
h3,0,0,0,736
h2,2,2,0,736
f3,1,1,0,736
h4,4,4,0,736
h5,4,4,0,736
f3,3,3,0,736
f4,4,3,1,736
h3,0,0,0,737
h5,3,2,1,737
h5,3,2,1,737
h1,2,0,2,737
f3,3,2,1,737
h1,3,0,3,737
h3,5,4,1,737
h4,5,4,1,737
f1,0,0,0,738
f4,0,0,0,738
h3,4,4,0,738
h4,3,3,0,738
f5,2,1,1,738
f2,4,4,0,738
f5,3,2,1,738
f1,4,4,0,738
h1,5,0,5,738
h5,4,4,0,738
f1,0,0,0,739
h2,0,0,0,739
h2,0,0,0,739
h3,0,0,0,739
h3,1,1,0,739
f4,4,2,2,739
h5,4,3,1,739
f1,3,2,1,739
f4,4,2,2,739
f3,0,0,0,740
h4,0,0,0,740
h5,2,2,0,740
f2,3,3,0,740
h3,2,2,0,740
f1,4,4,0,740
h3,3,3,0,740
f4,4,4,0,740
f3,3,3,0,740
h1,0,0,0,741
f2,0,0,0,741
h2,0,0,0,741
f4,1,0,1,741
h3,2,2,0,741
f3,2,2,0,741
h5,2,2,0,741
h5,2,2,0,741
f1,2,1,1,741
f3,1,0,1,742
f2,1,0,1,742
f5,1,0,1,742
f4,2,0,2,742
h4,3,2,1,742
h4,4,3,1,742
h1,4,0,4,742
h3,5,4,1,742
h5,5,4,1,742
f2,0,0,0,743
h3,0,0,0,743
f2,1,1,0,743
h3,1,1,0,743
f1,2,1,1,743
h2,2,1,1,743
h1,3,0,3,743
h3,4,3,1,743
f2,0,0,0,744
f4,1,1,0,744
h5,2,2,0,744
h2,2,1,1,744
h3,2,2,0,744
h3,2,2,0,744
f4,2,2,0,744
h4,1,1,0,744
f1,2,1,1,744
h3,0,0,0,745
h1,1,0,1,745
f1,2,1,1,745
h5,4,4,0,745
h1,6,0,6,745
h1,0,0,0,746
f2,0,0,0,746
f3,1,1,0,746
h4,1,1,0,746
f4,1,0,1,746
h5,3,3,0,746
f3,3,3,0,746
h3,4,4,0,746
f3,4,4,0,746
h1,0,0,0,747
f4,0,0,0,747
f4,0,0,0,747
f4,0,0,0,747
f3,1,1,0,747
h5,1,1,0,747
h3,3,3,0,747
h5,3,3,0,747
h1,3,0,3,747
